Date,Country_Region,Country_Code,Population,Total_Confirmed_Cases,Total_Fatalities,Total_Recovered_Cases,New_Confirmed_Cases,New_Fatalities,New_Recovered_Cases,Remaining_Confirmed_Cases
18/12/2020,Singapore,SGP,5638676,58386,29,58265,9,0,13,92
18/12/2020,Thailand,THA,69428524,4331,60,4024,34,0,19,247
18/12/2020,Vietnam,VNM,95540395,1410,35,1266,3,0,3,109
19/12/2020,Brunei,BRN,428962,152,3,149,0,0,1,0
19/12/2020,Cambodia,KHM,16249798,362,0,345,0,0,0,17
19/12/2020,Indonesia,IDN,267663435,657948,19659,536260,7751,145,4265,102029
19/12/2020,Malaysia,MYS,31528585,91969,433,76242,1153,1,998,15294
19/12/2020,Philippines,PHL,106651922,458044,8911,421086,1482,36,420,28047
19/12/2020,Singapore,SGP,5638676,58403,29,58274,17,0,9,100
19/12/2020,Thailand,THA,69428524,4907,60,4041,576,0,17,806
19/12/2020,Vietnam,VNM,95540395,1411,35,1269,1,0,3,107
20/12/2020,Brunei,BRN,428962,152,3,149,0,0,0,0
20/12/2020,Cambodia,KHM,16249798,363,0,345,1,0,0,18
20/12/2020,Indonesia,IDN,267663435,664930,19880,541811,6982,221,5551,103239
20/12/2020,Malaysia,MYS,31528585,93309,437,77309,1340,4,1067,15563
20/12/2020,Philippines,PHL,106651922,459789,8947,429134,1745,36,8048,21708
20/12/2020,Singapore,SGP,5638676,58422,29,58279,19,0,5,114
20/12/2020,Thailand,THA,69428524,5289,60,4053,382,0,12,1176
20/12/2020,Vietnam,VNM,95540395,1413,35,1269,2,0,0,109
21/12/2020,Brunei,BRN,428962,152,3,149,0,0,0,0
21/12/2020,Cambodia,KHM,16249798,363,0,347,0,0,2,16
21/12/2020,Indonesia,IDN,267663435,671778,20085,546884,6848,205,5073,104809
21/12/2020,Malaysia,MYS,31528585,95327,438,78393,2018,1,1084,16496
21/12/2020,Philippines,PHL,106651922,461505,8957,429207,1716,10,73,23341
21/12/2020,Singapore,SGP,5638676,58432,29,58287,10,0,8,116
21/12/2020,Thailand,THA,69428524,5716,60,4078,427,0,25,1578
21/12/2020,Vietnam,VNM,95540395,1414,35,1269,1,0,0,110
22/12/2020,Brunei,BRN,428962,152,3,149,0,0,0,0
22/12/2020,Cambodia,KHM,16249798,363,0,349,0,0,2,14
22/12/2020,Indonesia,IDN,267663435,678125,20257,552722,6347,172,5838,105146
22/12/2020,Malaysia,MYS,31528585,97389,439,79304,2062,1,911,17646
22/12/2020,Philippines,PHL,106651922,462815,9021,429419,1310,64,212,24375
22/12/2020,Singapore,SGP,5638676,58461,29,58304,29,0,17,128
22/12/2020,Thailand,THA,69428524,5762,60,4095,46,0,17,1607
22/12/2020,Vietnam,VNM,95540395,1420,35,1281,6,0,12,104
23/12/2020,Brunei,BRN,428962,152,3,149,0,0,0,0
23/12/2020,Cambodia,KHM,16249798,363,0,349,0,0,0,14
23/12/2020,Indonesia,IDN,267663435,685639,20408,558703,7514,151,5981,106528
23/12/2020,Malaysia,MYS,31528585,98737,444,80014,1348,5,710,18279
23/12/2020,Philippines,PHL,106651922,464004,9048,429972,1189,27,553,24984
23/12/2020,Singapore,SGP,5638676,58482,29,58322,21,0,18,131
23/12/2020,Thailand,THA,69428524,5829,60,4116,67,0,21,1653
23/12/2020,Vietnam,VNM,95540395,1421,35,1281,1,0,0,105
24/12/2020,Brunei,BRN,428962,152,3,149,0,0,0,0
24/12/2020,Cambodia,KHM,16249798,363,0,354,0,0,5,9
24/12/2020,Indonesia,IDN,267663435,692838,20589,563980,7199,181,5277,108269
24/12/2020,Malaysia,MYS,31528585,100318,446,81099,1581,2,1085,18773
24/12/2020,Philippines,PHL,106651922,465724,9055,430490,1720,7,518,26179
24/12/2020,Singapore,SGP,5638676,58495,29,58332,13,0,10,134
24/12/2020,Thailand,THA,69428524,5910,60,4137,81,0,21,1713
24/12/2020,Vietnam,VNM,95540395,1432,35,1281,11,0,0,116
25/12/2020,Brunei,BRN,428962,152,3,149,0,0,0,0
25/12/2020,Cambodia,KHM,16249798,363,0,355,0,0,1,8
25/12/2020,Indonesia,IDN,267663435,700097,20847,570304,7259,258,6324,108946
25/12/2020,Malaysia,MYS,31528585,101565,449,82540,1247,3,1441,18576
25/12/2020,Philippines,PHL,106651922,467601,9062,430791,1877,7,301,27748
25/12/2020,Singapore,SGP,5638676,58509,29,58352,14,0,20,128
25/12/2020,Thailand,THA,69428524,6020,60,4152,110,0,15,1808
25/12/2020,Vietnam,VNM,95540395,1439,35,1303,7,0,22,101
26/12/2020,Brunei,BRN,428962,152,3,149,0,0,0,0
26/12/2020,Cambodia,KHM,16249798,364,0,356,1,0,1,8
26/12/2020,Indonesia,IDN,267663435,706837,20994,576693,6740,147,6389,109150
26/12/2020,Malaysia,MYS,31528585,103900,451,83414,2335,2,874,20035
26/12/2020,Philippines,PHL,106651922,469005,9067,431055,1404,5,264,28883
26/12/2020,Singapore,SGP,5638676,58519,29,58362,10,0,10,128
26/12/2020,Thailand,THA,69428524,6141,60,4161,121,0,9,1920
26/12/2020,Vietnam,VNM,95540395,1440,35,1303,1,0,0,102
27/12/2020,Brunei,BRN,428962,152,3,149,0,0,0,0
27/12/2020,Cambodia,KHM,16249798,364,0,360,0,0,4,4
27/12/2020,Indonesia,IDN,267663435,713365,21237,583676,6528,243,6983,108452
27/12/2020,Malaysia,MYS,31528585,105096,452,84411,1196,1,997,20233
27/12/2020,Philippines,PHL,106651922,469886,9109,438678,881,42,7623,22099
27/12/2020,Singapore,SGP,5638676,58524,29,58370,5,0,8,125
27/12/2020,Thailand,THA,69428524,6285,60,4180,144,0,19,2045
27/12/2020,Vietnam,VNM,95540395,1441,35,1303,1,0,0,103
28/12/2020,Brunei,BRN,428962,152,3,149,0,0,0,0
28/12/2020,Cambodia,KHM,16249798,364,0,360,0,0,0,4
28/12/2020,Indonesia,IDN,267663435,719219,21452,589978,5854,215,6302,107789
28/12/2020,Malaysia,MYS,31528585,106690,455,85592,1594,3,1181,20643
28/12/2020,Philippines,PHL,106651922,470650,9124,438780,764,15,102,22746
28/12/2020,Singapore,SGP,5638676,58529,29,58386,5,0,16,114
28/12/2020,Thailand,THA,69428524,6440,61,4184,155,1,4,2195
28/12/2020,Vietnam,VNM,95540395,1451,35,1303,10,0,0,113
29/12/2020,Brunei,BRN,428962,152,3,149,0,0,0,0
29/12/2020,Cambodia,KHM,16249798,364,0,361,0,0,1,3
29/12/2020,Indonesia,IDN,267663435,727122,21703,596783,7903,251,6805,108636
29/12/2020,Malaysia,MYS,31528585,108615,457,86715,1925,2,1123,21443
29/12/2020,Philippines,PHL,106651922,471526,9162,439016,876,38,236,23348
29/12/2020,Singapore,SGP,5638676,58542,29,58400,13,0,14,113
29/12/2020,Thailand,THA,69428524,6690,61,4212,250,0,28,2417
29/12/2020,Vietnam,VNM,95540395,1454,35,1319,3,0,16,100
30/12/2020,Brunei,BRN,428962,157,3,149,5,0,0,5
30/12/2020,Cambodia,KHM,16249798,366,0,361,2,0,0,5
30/12/2020,Indonesia,IDN,267663435,735124,21944,603741,8002,241,6958,109439
30/12/2020,Malaysia,MYS,31528585,110485,463,87460,1870,6,745,22562
30/12/2020,Philippines,PHL,106651922,472532,9230,439509,1006,68,493,23793
30/12/2020,Singapore,SGP,5638676,58569,29,58411,27,0,11,129
30/12/2020,Thailand,THA,69428524,6884,61,4240,194,0,28,2583
30/12/2020,Vietnam,VNM,95540395,1456,35,1323,2,0,4,98
31/12/2020,Brunei,BRN,428962,157,3,149,0,0,0,5
31/12/2020,Cambodia,KHM,16249798,378,0,362,12,0,1,16
31/12/2020,Indonesia,IDN,267663435,743198,22138,611097,8074,194,7356,109963
31/12/2020,Malaysia,MYS,31528585,113010,471,88941,2525,8,1481,23598
31/12/2020,Philippines,PHL,106651922,474064,9244,439796,1532,14,287,25024
31/12/2020,Singapore,SGP,5638676,58599,29,58449,30,0,38,121
31/12/2020,Thailand,THA,69428524,7163,63,4273,279,2,33,2827
31/12/2020,Vietnam,VNM,95540395,1465,35,1325,9,0,2,105
1/1/2021,Brunei,BRN,428962,157,3,149,0,0,0,5
1/1/2021,Cambodia,KHM,16249798,379,0,362,1,0,0,17
1/1/2021,Indonesia,IDN,267663435,751270,22329,617936,8072,191,6839,111005
1/1/2021,Malaysia,MYS,31528585,115078,474,91171,2068,3,2230,23433
1/1/2021,Philippines,PHL,106651922,475820,9248,439895,1756,4,99,26677
1/1/2021,Singapore,SGP,5638676,58629,29,58449,30,0,0,151
1/1/2021,Thailand,THA,69428524,7379,64,4299,216,1,26,3016
1/1/2021,Vietnam,VNM,95540395,1474,35,1325,9,0,0,114
2/1/2021,Brunei,BRN,428962,157,3,149,0,0,0,5
2/1/2021,Cambodia,KHM,16249798,381,0,362,2,0,0,19
2/1/2021,Indonesia,IDN,267663435,758473,22555,625518,7203,226,7582,110400
2/1/2021,Malaysia,MYS,31528585,117373,483,94492,2295,9,3321,22398
2/1/2021,Philippines,PHL,106651922,476916,9253,439942,1096,5,47,27721
2/1/2021,Singapore,SGP,5638676,58662,29,58476,33,0,27,157
2/1/2021,Thailand,THA,69428524,7694,64,4337,315,0,38,3293
2/1/2021,Vietnam,VNM,95540395,1482,35,1337,8,0,12,110
3/1/2021,Brunei,BRN,428962,172,3,149,15,0,0,20
3/1/2021,Cambodia,KHM,16249798,382,0,362,1,0,0,20
3/1/2021,Indonesia,IDN,267663435,765350,22734,631937,6877,179,6419,110679
3/1/2021,Malaysia,MYS,31528585,119077,494,97218,1704,11,2726,21365
3/1/2021,Philippines,PHL,106651922,477807,9257,448258,891,4,8316,20292
3/1/2021,Singapore,SGP,5638676,58697,29,58487,35,0,11,181
3/1/2021,Thailand,THA,69428524,8439,65,4352,745,1,15,4022
3/1/2021,Vietnam,VNM,95540395,1494,35,1339,12,0,2,120
4/1/2021,Brunei,BRN,428962,172,3,149,0,0,0,20
4/1/2021,Cambodia,KHM,16249798,382,0,362,0,0,0,20
4/1/2021,Indonesia,IDN,267663435,772103,22911,639103,6753,177,7166,110089
4/1/2021,Malaysia,MYS,31528585,120818,501,98228,1741,7,1010,22089
4/1/2021,Philippines,PHL,106651922,478761,9263,448279,954,6,21,21219
4/1/2021,Singapore,SGP,5638676,58721,29,58497,24,0,10,195
4/1/2021,Thailand,THA,69428524,8966,65,4397,527,0,45,4504
4/1/2021,Vietnam,VNM,95540395,1497,35,1339,3,0,0,123
5/1/2021,Brunei,BRN,428962,172,3,149,0,0,0,20
5/1/2021,Cambodia,KHM,16249798,383,0,362,1,0,0,21
5/1/2021,Indonesia,IDN,267663435,779548,23109,645746,7445,198,6643,110693
5/1/2021,Malaysia,MYS,31528585,122845,509,99449,2027,8,1221,22887
5/1/2021,Philippines,PHL,106651922,479693,9321,448375,932,58,96,21997
5/1/2021,Singapore,SGP,5638676,58749,29,58517,28,0,20,203
5/1/2021,Thailand,THA,69428524,9331,66,4418,365,1,21,4847
5/1/2021,Vietnam,VNM,95540395,1504,35,1339,7,0,0,130
6/1/2021,Brunei,BRN,428962,172,3,149,0,0,0,20
6/1/2021,Cambodia,KHM,16249798,385,0,362,2,0,0,23
6/1/2021,Indonesia,IDN,267663435,788402,23296,652513,8854,187,6767,112593
6/1/2021,Malaysia,MYS,31528585,125438,513,100578,2593,4,1129,24347
6/1/2021,Philippines,PHL,106651922,480737,9347,448700,1044,26,325,22690
6/1/2021,Singapore,SGP,5638676,58780,29,58541,31,0,24,210
6/1/2021,Thailand,THA,69428524,9636,67,4521,305,1,103,5048
6/1/2021,Vietnam,VNM,95540395,1505,35,1353,1,0,14,117
7/1/2021,Brunei,BRN,428962,173,3,149,1,0,0,21
7/1/2021,Cambodia,KHM,16249798,386,0,362,1,0,0,24
7/1/2021,Indonesia,IDN,267663435,797723,23520,659437,9321,224,6924,114766
7/1/2021,Malaysia,MYS,31528585,128465,521,102723,3027,8,2145,25221
7/1/2021,Philippines,PHL,106651922,482083,9356,449052,1346,9,352,23675
7/1/2021,Singapore,SGP,5638676,58813,29,58562,33,0,21,222
7/1/2021,Thailand,THA,69428524,9841,67,5255,205,0,734,4519
7/1/2021,Vietnam,VNM,95540395,1509,35,1353,4,0,0,121
8/1/2021,Brunei,BRN,428962,173,3,149,0,0,0,21
8/1/2021,Cambodia,KHM,16249798,387,0,365,1,0,3,22
8/1/2021,Indonesia,IDN,267663435,808340,23753,666883,10617,233,7446,117704
8/1/2021,Malaysia,MYS,31528585,131108,537,105431,2643,16,2708,25140
8/1/2021,Philippines,PHL,106651922,483852,9364,449330,1769,8,278,25158
8/1/2021,Singapore,SGP,5638676,58836,29,58580,23,0,18,227
8/1/2021,Thailand,THA,69428524,10053,67,5546,212,0,291,4440
8/1/2021,Vietnam,VNM,95540395,1512,35,1357,3,0,4,120
9/1/2021,Brunei,BRN,428962,173,3,153,0,0,4,17
9/1/2021,Cambodia,KHM,16249798,391,0,371,4,0,6,20
9/1/2021,Indonesia,IDN,267663435,818386,23947,673511,10046,194,6628,120928
9/1/2021,Malaysia,MYS,31528585,133559,542,106832,2451,5,1401,26185
9/1/2021,Philippines,PHL,106651922,485797,9398,449615,1945,34,285,26784
9/1/2021,Singapore,SGP,5638676,58865,29,58611,29,0,31,225
9/1/2021,Thailand,THA,69428524,10298,67,6428,245,0,882,3803
9/1/2021,Vietnam,VNM,95540395,1513,35,1361,1,0,4,117
10/1/2021,Brunei,BRN,428962,173,3,153,0,0,0,17
10/1/2021,Cambodia,KHM,16249798,391,0,374,0,0,3,17
10/1/2021,Indonesia,IDN,267663435,828026,24129,681024,9640,182,7513,122873
10/1/2021,Malaysia,MYS,31528585,135992,551,108109,2433,9,1277,27332
10/1/2021,Philippines,PHL,106651922,487690,9405,458198,1893,7,8583,20087
10/1/2021,Singapore,SGP,5638676,58907,29,58636,42,0,25,242
10/1/2021,Thailand,THA,69428524,10547,67,6566,249,0,138,3914
10/1/2021,Vietnam,VNM,95540395,1514,35,1361,1,0,0,118
11/1/2021,Brunei,BRN,428962,173,3,153,0,0,0,17
11/1/2021,Cambodia,KHM,16249798,392,0,374,1,0,0,18
11/1/2021,Indonesia,IDN,267663435,836718,24343,688739,8692,214,7715,123636
11/1/2021,Malaysia,MYS,31528585,138224,555,109115,2232,4,1006,28554
11/1/2021,Philippines,PHL,106651922,489736,9416,458206,2046,11,8,22114
11/1/2021,Singapore,SGP,5638676,58929,29,58668,22,0,32,232
11/1/2021,Thailand,THA,69428524,10834,67,6732,287,0,166,4035
11/1/2021,Vietnam,VNM,95540395,1515,35,1361,1,0,0,119
12/1/2021,Brunei,BRN,428962,174,3,153,1,0,0,18
12/1/2021,Cambodia,KHM,16249798,398,0,376,6,0,2,22
12/1/2021,Indonesia,IDN,267663435,846765,24645,695807,10047,302,7068,126313
12/1/2021,Malaysia,MYS,31528585,141533,559,110584,3309,4,1469,30390
12/1/2021,Philippines,PHL,106651922,491258,9554,458172,1522,138,-34,23532
12/1/2021,Singapore,SGP,5638676,58946,29,58694,17,0,26,223
12/1/2021,Thailand,THA,69428524,10991,67,6943,157,0,211,3981
12/1/2021,Vietnam,VNM,95540395,1520,35,1361,5,0,0,124
13/1/2021,Brunei,BRN,428962,174,3,168,0,0,15,3
13/1/2021,Cambodia,KHM,16249798,411,0,377,13,0,1,34
13/1/2021,Indonesia,IDN,267663435,858043,24951,703464,11278,306,7657,129628
13/1/2021,Malaysia,MYS,31528585,144518,563,111578,2985,4,994,32377
13/1/2021,Philippines,PHL,106651922,492700,9699,458523,1442,145,351,24478
13/1/2021,Singapore,SGP,5638676,58984,29,58722,38,0,28,233
13/1/2021,Thailand,THA,69428524,10991,67,6943,0,0,0,3981
13/1/2021,Vietnam,VNM,95540395,1521,35,1369,1,0,8,117
14/1/2021,Brunei,BRN,428962,174,3,168,0,0,0,3
14/1/2021,Cambodia,KHM,16249798,426,0,381,15,0,4,45
14/1/2021,Indonesia,IDN,267663435,869600,25246,711205,11557,295,7741,133149
14/1/2021,Malaysia,MYS,31528585,147855,578,113288,3337,15,1710,33989
14/1/2021,Philippines,PHL,106651922,494605,9739,459252,1905,40,729,25614
14/1/2021,Singapore,SGP,5638676,59029,29,58757,45,0,35,243
14/1/2021,Thailand,THA,69428524,11450,69,8288,459,2,1345,3093
14/1/2021,Vietnam,VNM,95540395,1531,35,1369,10,0,0,127
15/1/2021,Brunei,BRN,428962,174,3,168,0,0,0,3
15/1/2021,Cambodia,KHM,16249798,436,0,382,10,0,1,54
15/1/2021,Indonesia,IDN,267663435,882418,25484,718696,12818,238,7491,138238
15/1/2021,Malaysia,MYS,31528585,151066,586,115227,3211,8,1939,35253
15/1/2021,Philippines,PHL,106651922,496646,9876,459737,2041,137,485,27033
15/1/2021,Singapore,SGP,5638676,59059,29,58771,30,0,14,259
15/1/2021,Thailand,THA,69428524,11680,70,8906,230,1,618,2704
15/1/2021,Vietnam,VNM,95540395,1536,35,1380,5,0,11,121
16/1/2021,Brunei,BRN,428962,174,3,168,0,0,0,3
16/1/2021,Cambodia,KHM,16249798,439,0,385,3,0,3,54
16/1/2021,Indonesia,IDN,267663435,896642,25767,727358,14224,283,8662,143517
16/1/2021,Malaysia,MYS,31528585,155095,594,117375,4029,8,2148,37126
16/1/2021,Philippines,PHL,106651922,498691,9884,460133,2045,8,396,28674
16/1/2021,Singapore,SGP,5638676,59083,29,58784,24,0,13,270
16/1/2021,Thailand,THA,69428524,12054,70,9015,374,0,109,2969
16/1/2021,Vietnam,VNM,95540395,1537,35,1380,1,0,0,122
17/1/2021,Brunei,BRN,428962,174,3,168,0,0,0,3
17/1/2021,Cambodia,KHM,16249798,439,0,386,0,0,1,53
17/1/2021,Indonesia,IDN,267663435,907929,25987,736460,11287,220,9102,145482
17/1/2021,Malaysia,MYS,31528585,158434,601,120051,3339,7,2676,37782
17/1/2021,Philippines,PHL,106651922,500577,9895,465991,1886,11,5858,24691
17/1/2021,Singapore,SGP,5638676,59113,29,58846,30,0,62,238
17/1/2021,Thailand,THA,69428524,12423,70,9206,369,0,191,3147
17/1/2021,Vietnam,VNM,95540395,1537,35,1380,0,0,0,122
18/1/2021,Brunei,BRN,428962,174,3,169,0,0,1,2
18/1/2021,Cambodia,KHM,16249798,441,0,386,2,0,0,55
18/1/2021,Indonesia,IDN,267663435,917015,26282,745935,9086,295,9475,144798
18/1/2021,Malaysia,MYS,31528585,161740,605,122344,3306,4,2293,38791
18/1/2021,Philippines,PHL,106651922,502736,9909,465988,2159,14,-3,26839
18/1/2021,Singapore,SGP,5638676,59127,29,58868,14,0,22,230
18/1/2021,Thailand,THA,69428524,12594,70,9356,171,0,150,3168
18/1/2021,Vietnam,VNM,95540395,1539,35,1402,2,0,22,102
19/1/2021,Brunei,BRN,428962,174,3,169,0,0,0,2
19/1/2021,Cambodia,KHM,16249798,448,0,392,7,0,6,56
19/1/2021,Indonesia,IDN,267663435,927380,26590,753948,10365,308,8013,146842
19/1/2021,Malaysia,MYS,31528585,165371,619,125288,3631,14,2944,39464
19/1/2021,Philippines,PHL,106651922,504084,9978,466249,1348,69,261,27857
19/1/2021,Singapore,SGP,5638676,59157,29,58894,30,0,26,234
19/1/2021,Thailand,THA,69428524,12653,71,9621,59,1,265,2961
19/1/2021,Vietnam,VNM,95540395,1540,35,1402,1,0,0,103
20/1/2021,Brunei,BRN,428962,174,3,169,0,0,0,2
20/1/2021,Cambodia,KHM,16249798,453,0,396,5,0,4,57
20/1/2021,Indonesia,IDN,267663435,939948,26857,763703,12568,267,9755,149388
20/1/2021,Malaysia,MYS,31528585,169379,630,127662,4008,11,2374,41087
20/1/2021,Philippines,PHL,106651922,505939,10042,466993,1855,64,744,28904
20/1/2021,Singapore,SGP,5638676,59197,29,58926,40,0,32,242
20/1/2021,Thailand,THA,69428524,12795,71,9842,142,0,221,2882
20/1/2021,Vietnam,VNM,95540395,1544,35,1406,4,0,4,103
21/1/2021,Brunei,BRN,428962,174,3,169,0,0,0,2
21/1/2021,Cambodia,KHM,16249798,456,0,399,3,0,3,57
21/1/2021,Indonesia,IDN,267663435,951651,27203,772790,11703,346,9087,151658
21/1/2021,Malaysia,MYS,31528585,172549,642,130152,3170,12,2490,41755
21/1/2021,Philippines,PHL,106651922,507717,10116,467475,1778,74,482,30126
21/1/2021,Singapore,SGP,5638676,59235,29,58959,38,0,33,247
21/1/2021,Thailand,THA,69428524,12795,71,10224,0,0,382,2500
21/1/2021,Vietnam,VNM,95540395,1546,35,1411,2,0,5,100
22/1/2021,Brunei,BRN,428962,175,3,169,1,0,0,3
22/1/2021,Cambodia,KHM,16249798,456,0,403,0,0,4,53
22/1/2021,Indonesia,IDN,267663435,965283,27453,781147,13632,250,8357,156683
22/1/2021,Malaysia,MYS,31528585,176180,660,132706,3631,18,2554,42814
22/1/2021,Philippines,PHL,106651922,509887,10136,467720,2170,20,245,32031
22/1/2021,Singapore,SGP,5638676,59250,29,58983,15,0,24,238
22/1/2021,Thailand,THA,69428524,13104,71,10224,309,0,0,2809
22/1/2021,Vietnam,VNM,95540395,1548,35,1411,2,0,0,102
